"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","RECOMMENDATION_1","CONFIDENCE_1","RECOMMENDATION_2","CONFIDENCE_2","RECOMMENDATION_3","CONFIDENCE_3"
"43541.00","56.002","6983.895","NE","1.00","F","T","F","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43547.00","25.225","6426.103","SE","1.00","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","Seguro Residencial","0.969922","seguro auto","0.959306",,
"43549.00","26.156","8158.94","SE","1.00","F","T","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"43561.00","19.715","7696.862","SE","1.00","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"43573.00","64.101","6424.026","CO","0.00","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","seguro auto","0.917863","seguro vida Emp","0.915192",,
"43578.00","33.168","7697.665","CO","1.00","T","T","T","T","F","F","F","F","T","T","F","F","F","F","F","F","F","T","T","F",,,,,,
"43583.00","25.983","7651.166","SE","1.00","T","T","T","T","T","F","F","F","T","F","F","T","T","T","T","T","F","F","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"43583.00","25.983","7651.166","SE","1.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43583.00","25.983","7651.166","SE","1.00","T","T","T","T","T","F","F","F","F","F","F","T","T","T","T","T","F","F","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"43583.00","25.983","7651.166","SE","1.00","T","T","T","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43583.00","19.162","6924.306","NE","1.00","T","T","T","T","T","F","F","F","T","F","F","T","T","T","T","T","F","F","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"43583.00","19.162","6924.306","NE","1.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43583.00","19.162","6924.306","NE","1.00","T","T","T","T","T","F","F","F","F","F","F","T","T","T","T","T","F","F","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"43583.00","19.162","6924.306","NE","1.00","T","T","T","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43597.00","66.688","7560.007","NE","0.00","F","T","F","F","T","T","T","T","T","T","T","F","F","T","F","F","F","F","T","F","Seguro Residencial","0.811143",,,,
"43602.00","34.54","7484.635","S","0.00","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","Investimento LCI","0.866924",,,,
"43607.00","28.198","7762.35","SE","1.00","T","F","T","T","F","F","F","F","F","F","F","T","T","T","T","T","F","F","F","F","seguro vida Emp","0.984358",,,,
"43608.00","24.741","7243.993","CO","1.00","T","T","T","T","F","T","F","F","T","T","F","T","T","T","T","T","F","T","F","F",,,,,,
"43625.00","29.936","6188.007","SE","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","F","T","F","T","T","T","T","Investimento LCA","0.882011","Emprestimo _pessoal","0.822238","Emprestimo _limite_especial","0.816572"
"43644.00","19.52","7461.044","SE","1.00","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",,,,,,
"43645.00","42.108","7981.318","SE","1.00","F","F","T","T","F","F","T","F","F","F","T","T","T","T","T","T","F","F","F","F","seguro auto","0.917863","seguro vida Emp","0.915192",,
"43649.00","41.557","7583.473","SE","0.00","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43650.00","45.512","7593.788","SE","1.00","T","T","T","T","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F",,,,,,
"43658.00","37.843","8353.925","SE","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","T","T","T","T","T",,,,,,
"43667.00","32.276","7278.14","SE","0.00","T","T","T","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43677.00","22.128","8042.628","SE","1.00","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T",,,,,,
"43721.00","27.62","7169.569","SE","0.00","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","T","T","T","Emprestimo _educacao","0.887269","seguro vida PF","0.834343",,
"43732.00","23.963","7406.558","CO","1.00","T","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","Investimento CDB","0.89923",,,,
"43739.00","25.742","7708.841","SE","1.00","F","T","F","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.912299","seguro vida PF","0.894459","seguro auto","0.891161"
"43763.00","33.344","8477.482","SE","1.00","F","F","F","F","F","T","T","F","T","F","F","F","F","F","F","F","F","F","F","F","Investimento Fundos_cambiais","0.936571","Investimento LCA","0.847374",,
"43766.00","19.606","7054.58","CO","0.00","F","F","F","F","T","T","T","F","F","F","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43767.00","37.018","8085.036","SE","0.00","F","F","F","F","F","F","T","T","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43793.00","28.78","6136.341","S","0.00","F","F","F","F","T","T","T","F","T","F","F","F","F","T","F","F","F","F","F","F","Investimento LCA","0.882011",,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43802.00","28.037","7472.759","S","0.00","T","T","T","T","F","F","F","T","F","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43806.00","43.486","6944.613","SE","1.00","F","F","F","F","T","T","F","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.940767","Investimento LCA","0.840717",,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43810.00","71.039","8195.397","CO","1.00","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43824.00","39.216","7828.563","NE","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","T","T","F",,,,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43831.00","41.489","7166.903","N","0.00","F","T","F","F","F","F","F","F","F","T","F","F","F","T","T","T","T","T","T","T","Seguro Residencial","0.811143",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43834.00","41.09","6847.233","SE","1.00","F","F","F","T","F","F","T","F","F","T","F","F","F","T","F","F","F","F","F","F","seguro vida PF","0.834343",,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43841.00","35.641","6214.974","SE","1.00","F","F","F","F","T","T","T","T","T","F","F","F","F","T","F","F","F","F","T","T",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43842.00","43.432","8111.286","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43846.00","29.948","7765.109","CO","0.00","T","T","T","T","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","F",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43859.00","58.558","5624.765","S","0.00","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T",,,,,,
"43870.00","43.438","45678.00","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","45678.00","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","45678.00","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","45678.00","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","5909.603","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","5909.603","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","5909.603","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43870.00","43.438","5909.603","SE","0.00","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43871.00","24.721","8006.575","S","0.00","F","F","F","T","T","T","T","F","F","T","T","F","F","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43872.00","31.073","7386.096","SE","0.00","F","F","F","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43874.00","30.376","8248.112","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43887.00","39.578","8015.72","SE","0.00","F","F","F","F","F","T","F","F","T","F","T","F","F","F","F","T","F","F","F","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43905.00","40.075","8503.124","SE","0.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"43909.00","18.131","7842.269","SE","1.00","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43909.00","18.131","7842.269","SE","1.00","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43909.00","18.131","7842.269","SE","1.00","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"43909.00","18.131","7842.269","SE","1.00","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"43909.00","39.41","7191.322","SE","1.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"43909.00","39.41","7191.322","SE","1.00","T","T","T","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
